restaurant_id,Highlights,Present/NotPresent
16522128,Takeaway Available,Present
16522128,Desserts and Bakes,Present
16522128,Wifi,Present
16522128,Outdoor Seating,Present
16522178,Takeaway Available,Present
16522178,Kid Friendly,Present
16522178,Desserts and Bakes,Present
16522178,Indoor Seating,Present
16522402,Takeaway Only,Present
16522402,Desserts and Bakes,Present
9101640,Takeaway Available,Present
9101640,No Alcohol Available,Not Present
9101640,Desserts and Bakes,Present
9101640,Outdoor Seating,Present
9100288,Breakfast,Present
9100288,Takeaway Available,Present
9100288,Outdoor Seating,Present
9100288,Desserts and Bakes,Present
16518977,Breakfast,Present
16518977,Takeaway Only,Present
16518977,Desserts and Bakes,Present
9101787,Breakfast,Present
9101787,Takeaway Available,Present
9101787,No Alcohol Available,Not Present
9101787,Kid Friendly,Present
9101787,Indoor Seating,Present
16522115,Breakfast,Present
16522115,Takeaway Only,Present
16522115,Desserts and Bakes,Present
16518638,Breakfast,Present
16518638,Takeaway Only,Present
9100693,No Takeaway,Not Present
9100693,No Alcohol Available,Not Present
9100693,Desserts and Bakes,Present
9100693,Indoor Seating,Present
18355442,Takeaway Only,Present
18355442,Seating Not Available,Not Present
18355442,Full Bar Available,Present
18355442,Desserts and Bakes,Present
9101589,Breakfast,Present
9101589,Takeaway Available,Present
9101589,Indoor Seating,Present
9101589,Outdoor Seating,Present
18027961,Takeaway Available,Present
18027961,Wine and Beer,Present
18027961,Indoor Seating,Present
18027961,Desserts and Bakes,Present
9101229,No Takeaway,Not Present
9101229,Full Bar Available,Present
9101229,Live Music,Present
9101229,Nightlife,Present
9101229,Outdoor Seating,Present
16522260,Breakfast,Present
16522260,No Takeaway,Not Present
16522260,Full Bar Available,Present
16522260,Live Music,Present
16522260,Indoor Seating,Present
16522260,Live Sports Screening,Present
16522260,Nightlife,Present
16518586,No Takeaway,Not Present
16518586,Full Bar Available,Present
16518586,Smoking Area,Present
16518586,Outdoor Seating,Present
16518586,Nightlife,Present
9101205,No Takeaway,Not Present
9101205,Full Bar Available,Present
9101205,Wifi,Present
9101205,Outdoor Seating,Present
9101205,Nightlife,Present
9100062,No Takeaway,Not Present
9100062,Full Bar Available,Present
9100062,Live Music,Present
9100062,Indoor Seating,Present
9100062,Wifi,Present
9100062,Nightlife,Present
9100062,Kid Friendly,Present
9100062,Live Sports Screening,Present
9101817,No Takeaway,Not Present
9101817,Full Bar Available,Present
9101817,Indoor Seating,Present
9101817,Nightlife,Present
16518578,No Takeaway,Not Present
16518578,Full Bar Available,Present
16518578,Wifi,Present
16518578,Outdoor Seating,Present
16518578,Nightlife,Present
16519392,No Takeaway,Not Present
16519392,Full Bar Available,Present
16519392,Nightlife,Present
16519392,Indoor Seating,Present
9100450,No Takeaway,Not Present
9100450,Full Bar Available,Present
9100450,Live Music,Present
9100450,Outdoor Seating,Present
9100450,Smoking Area,Present
9100450,Nightlife,Present
9100450,Indoor Seating,Present
9100450,Wifi,Present
16521328,No Takeaway,Not Present
16521328,Full Bar Available,Present
16521328,Live Music,Present
16521328,Indoor Seating,Present
16521328,Nightlife,Present
16521328,Outdoor Seating,Present
16521328,Live Sports Screening,Present
16517328,No Takeaway,Not Present
16517328,Full Bar Available,Present
16517328,Live Sports Screening,Present
16517328,Live Music,Present
16517328,Indoor Seating,Present
16517328,Wifi,Present
16517328,Nightlife,Present
16521192,No Takeaway,Not Present
16521192,Full Bar Available,Present
16521192,Indoor Seating,Present
16521192,Nightlife,Present
9101588,No Takeaway,Not Present
9101588,Full Bar Available,Present
9101588,Nightlife,Present
9101588,Smoking Area,Present
9101588,Outdoor Seating,Present
9101588,Wifi,Present
9101144,No Takeaway,Not Present
9101144,Full Bar Available,Present
9101144,Live Music,Present
9101144,Indoor Seating,Present
9101144,Wifi,Present
9101144,Nightlife,Present
9101144,Smoking Area,Present
9101144,Live Sports Screening,Present
9101522,No Takeaway,Not Present
9101522,Serves Alcohol,Present
9101522,Indoor Seating,Present
9101522,Nightlife,Present
9101522,Outdoor Seating,Present
9101522,Live Sports Screening,Present
9101522,Craft Beer,Present
9101263,No Takeaway,Not Present
9101263,Full Bar Available,Present
9101263,Indoor Seating,Present
9101263,Outdoor Seating,Present
9101263,Nightlife,Present
9101133,No Takeaway,Not Present
9101133,Full Bar Available,Present
9101133,Nightlife,Present
9101133,Wifi,Present
9101133,Live Sports Screening,Present
9101133,Indoor Seating,Present
16521218,No Takeaway,Not Present
16521218,Full Bar Available,Present
16521218,Live Music,Present
16521218,Indoor Seating,Present
16521218,Nightlife,Present
9100373,No Takeaway,Not Present
9100373,Full Bar Available,Present
9100373,Live Sports Screening,Present
9100373,Indoor Seating,Present
9100373,Nightlife,Present
9101204,Breakfast,Present
9101204,No Takeaway,Not Present
9101204,Full Bar Available,Present
9101204,Live Music,Present
9101204,Outdoor Seating,Present
9101204,Pet Friendly,Present
9101204,Wifi,Present
9101204,Nightlife,Present
9101204,Indoor Seating,Present
9101204,Smoking Area,Present
16521292,Home Delivery,Present
16521292,Takeaway Available,Present
16522418,Takeaway Available,Present
16522418,Serves Alcohol,Present
16522418,Kid Friendly,Present
16522418,Indoor Seating,Present
9100406,Takeaway Available,Present
9100406,Wine and Beer,Present
9100406,Lunch Menu,Present
9100406,Indoor Seating,Present
9101573,Home Delivery,Present
9101573,Takeaway Available,Present
9101573,Indoor Seating,Present
16520000,Home Delivery,Present
16520000,Takeaway Available,Present
16519100,Home Delivery,Present
16519100,Takeaway Available,Present
16520657,Home Delivery,Present
16520657,Takeaway Available,Present
16519329,Home Delivery,Present
16519329,Takeaway Available,Present
16518275,Home Delivery,Present
16518275,Takeaway Available,Present
16520804,Takeaway Available,Present
16520804,Serves Alcohol,Present
16520804,Has Early Bird Menu,Present
16520804,Indoor Seating,Present
16520804,Lunch Menu,Present
9101335,Home Delivery,Present
9101335,Takeaway Available,Present
9101335,Indoor Seating,Present
9100058,Home Delivery,Present
9100058,Takeaway Available,Present
9100058,No Alcohol Available,Not Present
9100058,Indoor Seating,Present
9100444,Takeaway Available,Present
9100444,Indoor Seating,Present
9100135,Home Delivery,Present
9100135,Takeaway Available,Present
9101189,Home Delivery,Present
9101189,Takeaway Available,Present
9101189,Indoor Seating,Present
16519468,Takeaway Available,Present
16519468,Wine,Present
16519468,Lunch Menu,Present
16519468,Indoor Seating,Present
9101742,Takeaway Available,Present
9101742,Indoor Seating,Present
9100969,Takeaway Available,Present
9100969,Wine and Beer,Present
9100969,Wifi,Present
9100969,Indoor Seating,Present
9100549,Breakfast,Present
9100549,Home Delivery,Present
9100549,Takeaway Available,Present
9100549,Full Bar Available,Present
9100549,Indoor Seating,Present
9100549,Wifi,Present
9100549,Outdoor Seating,Present
9100549,Kid Friendly,Present
16520763,Takeaway Available,Present
16520763,Wifi,Present
16520763,Indoor Seating,Present
9100140,Takeaway Available,Present
9100140,Wifi,Present
9100140,Indoor Seating,Present
9100225,Takeaway Available,Present
9100225,Wifi,Present
9100225,Indoor Seating,Present
16519492,No Takeaway,Not Present
16519492,Full Bar Available,Present
16519492,Smoking Area,Present
16519492,Live Sports Screening,Present
16519492,Outdoor Seating,Present
16519492,Wifi,Present
16519492,Nightlife,Present
9100222,Takeaway Available,Present
9100222,Wifi,Present
9100222,Indoor Seating,Present
16518374,Takeaway Available,Present
16518374,Kid Friendly,Present
16518374,Lunch Menu,Present
16518374,Indoor Seating,Present
16518374,Wifi,Present
9101359,Takeaway Available,Present
9101359,No Alcohol Available,Not Present
9101359,Wifi,Present
9101359,Indoor Seating,Present
16519001,Breakfast,Present
16519001,Takeaway Available,Present
16519001,Kid Friendly,Present
16519001,Indoor Seating,Present
16519001,Wifi,Present
16519001,Lunch Menu,Present
9100851,Breakfast,Present
9100851,Takeaway Available,Present
9100851,Wifi,Present
9100851,Indoor Seating,Present
16519909,Breakfast,Present
16519909,Takeaway Available,Present
16519909,Wifi,Present
16519909,Indoor Seating,Present
9101646,Takeaway Available,Present
9101646,Indoor Seating,Present
16520010,Home Delivery,Present
16520010,Takeaway Available,Present
16520010,Indoor Seating,Present
16519993,Home Delivery,Present
16519993,Takeaway Available,Present
16518994,Takeaway Only,Present
16519512,Home Delivery,Present
16519512,Takeaway Available,Present
16519486,Home Delivery,Present
16519486,Takeaway Available,Present
16520241,Home Delivery,Present
16520241,Takeaway Available,Present
9100626,Takeaway Available,Present
9100626,Wifi,Present
9100626,Indoor Seating,Present
17730147,Breakfast,Present
17730147,Takeaway Available,Present
17730147,Indoor Seating,Present
9100500,Breakfast,Present
9100500,Takeaway Only,Present
9100500,Seating Not Available,Not Present
9100500,No Alcohol Available,Not Present
18242605,Breakfast,Present
18242605,Takeaway Available,Present
18242605,No Alcohol Available,Not Present
18242605,Indoor Seating,Present
9101767,Takeaway Only,Present
16522393,Breakfast,Present
16522393,Takeaway Available,Present
16522393,No Alcohol Available,Not Present
16522393,Vegan Options,Present
16522393,Indoor Seating,Present
16522393,Gluten Free Options,Present
16522393,Wifi,Present
9100983,Breakfast,Present
9100983,Takeaway Only,Present
9100983,Seating Not Available,Not Present
9100983,No Alcohol Available,Not Present
9101741,Breakfast,Present
9101741,Takeaway Only,Present
9101741,Seating Not Available,Not Present
9101741,No Alcohol Available,Not Present
9100218,Breakfast,Present
9100218,Takeaway Only,Present
9101934,No Takeaway,Not Present
9101934,Full Bar Available,Present
9101934,Serves Cocktails,Present
9101934,Wifi,Present
9101934,Nightlife,Present
9101934,Wine By Glass,Present
9101934,Indoor Seating,Present
9101934,Afternoon Tea,Present
9100759,Breakfast,Present
9100759,Takeaway Available,Present
9100759,No Alcohol Available,Not Present
9100759,Wifi,Present
9100759,Indoor Seating,Present
9101743,Takeaway Only,Present
9101740,Breakfast,Present
9101740,Home Delivery,Present
9101740,Takeaway Available,Present
9101740,Seating Not Available,Not Present
9101740,No Alcohol Available,Not Present
16518560,Breakfast,Present
16518560,Home Delivery,Present
16518560,Takeaway Available,Present
16518560,Wine and Beer,Present
16518560,Has Early Bird Menu,Present
16518560,Craft Beer,Present
16518560,Wifi,Present
16518560,Lunch Menu,Present
16518560,Outdoor Seating,Present
16519477,No Takeaway,Not Present
16519477,Full Bar Available,Present
16519477,Live Music,Present
16519477,Indoor Seating,Present
16519477,Wifi,Present
16519477,Smoking Area,Present
16519477,Nightlife,Present
16519333,No Takeaway,Not Present
16519333,Full Bar Available,Present
16519333,Wifi,Present
16519333,Indoor Seating,Present
16519333,Nightlife,Present
9101315,No Takeaway,Not Present
9101315,Full Bar Available,Present
9101315,Live Music,Present
9101315,Indoor Seating,Present
9101315,Wifi,Present
9101315,Live Sports Screening,Present
9101315,LGBT,Present
9101315,Lunch Menu,Present
9101315,Nightlife,Present
16522153,Breakfast,Present
16522153,No Takeaway,Not Present
16522153,Wine and Beer,Present
16522153,Wifi,Present
16522153,Indoor Seating,Present
9100031,Breakfast,Present
9100031,Takeaway Available,Present
9100031,Kid Friendly,Present
9100031,Indoor Seating,Present
9100031,Wifi,Present
9100055,Breakfast,Present
9100055,Takeaway Available,Present
9100055,Live Music,Present
9100055,Outdoor Seating,Present
9100055,Lunch Menu,Present
9101379,Breakfast,Present
9101379,No Takeaway,Not Present
9101379,Full Bar Available,Present
9101379,Live Music,Present
9101379,Indoor Seating,Present
9101379,Wifi,Present
9101356,Breakfast,Present
9101356,No Takeaway,Not Present
9101356,Full Bar Available,Present
9101356,Live Music,Present
9101356,Outdoor Seating,Present
9101356,Kid Friendly,Present
9101356,Live Sports Screening,Present
16519213,No Takeaway,Not Present
16519213,Wine and Beer,Present
16519213,Live Music,Present
16519213,Indoor Seating,Present
16519213,Wifi,Present
16519213,Lunch Menu,Present
16519213,Kid Friendly,Present
16519213,Has Early Bird Menu,Present
9101840,Breakfast,Present
9101840,Takeaway Available,Present
9101840,Kid Friendly,Present
9101840,Lunch Menu,Present
9101840,Indoor Seating,Present
9101840,Wifi,Present
9101840,Brunch,Present
16518273,No Takeaway,Not Present
16518273,Full Bar Available,Present
16518273,Wifi,Present
16518273,Lunch Menu,Present
16518273,Live Music,Present
16518273,Indoor Seating,Present
16518273,Smoking Area,Present
16518273,Nightlife,Present
16519183,Breakfast,Present
16519183,No Takeaway,Not Present
16519183,Full Bar Available,Present
16519183,Nightlife,Present
16519183,Outdoor Seating,Present
16519183,Lunch Menu,Present
9101772,No Takeaway,Not Present
9101772,Full Bar Available,Present
9101772,Live Music,Present
9101772,Indoor Seating,Present
9101772,Nightlife,Present
9101772,Brunch,Present
9101958,No Takeaway,Not Present
9101958,Wine and Beer,Present
9101958,Craft Beer,Present
9101958,Indoor Seating,Present
9101958,Wine By Glass,Present
18256725,Breakfast,Present
18256725,Takeaway Available,Present
18256725,No Alcohol Available,Not Present
18256725,Afternoon Tea,Present
18256725,Desserts and Bakes,Present
18256725,Indoor Seating,Present
9100778,Breakfast,Present
9100778,No Takeaway,Not Present
9100778,Full Bar Available,Present
9100778,Indoor Seating,Present
9100778,Wifi,Present
9100778,Has Early Bird Menu,Present
18380230,Takeaway Available,Present
18380230,Wine and Beer,Present
18380230,Indoor Seating,Present
18380230,Serves Organic Food,Present
18380230,Vegetarian Friendly,Present
18380230,Wifi,Present
18380230,Gluten Free Options,Present
18380230,Vegan Options,Present
18380230,Brunch,Present
18380230,Wine By Glass,Present
18380230,Paid Parking,Present
16517323,Takeaway Available,Present
16517323,Wine and Beer,Present
16517323,Lunch Menu,Present
16517323,Indoor Seating,Present
16517323,Wifi,Present
9101441,Breakfast,Present
9101441,Takeaway Available,Present
9101441,Serves Alcohol,Present
9101441,Kid Friendly,Present
9101441,Indoor Seating,Present
9101441,Wifi,Present
9101441,Lunch Menu,Present
16521231,Breakfast,Present
16521231,Takeaway Available,Present
16521231,Wine,Present
16521231,Indoor Seating,Present
16521231,Wifi,Present
9101220,Breakfast,Present
9101220,No Takeaway,Not Present
9101220,Indoor Seating,Present
9101220,Lunch Menu,Present
16522205,Breakfast,Present
16522205,Takeaway Available,Present
16522205,Full Bar Available,Present
16522205,Wifi,Present
16522205,Indoor Seating,Present
16518451,Breakfast,Present
16518451,Takeaway Available,Present
16518451,Wifi,Present
16518451,Indoor Seating,Present
9101467,Breakfast,Present
9101467,Takeaway Available,Present
9101467,Lunch Menu,Present
9101467,Outdoor Seating,Present
9101467,Desserts and Bakes,Present
16522292,Breakfast,Present
16522292,Takeaway Available,Present
16522292,Wine and Beer,Present
16522292,Wifi,Present
16522292,Outdoor Seating,Present
9100100,Breakfast,Present
9100100,Takeaway Available,Present
9100100,Wine,Present
9100100,Indoor Seating,Present
9100100,Smoking Area,Present
9100100,Wifi,Present
9100100,Outdoor Seating,Present
9100125,Breakfast,Present
9100125,Takeaway Available,Present
9100125,Indoor Seating,Present
9100125,Wifi,Present
9100125,Brunch,Present
